repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
30,0.7819910514541386,0.6933690399088484,0.7772298524721181,0.7099289163370339,0.7772298524721181,"[np.float64(0.8008978675645343), np.float64(0.7761080752884031), np.float64(0.7193333333333333), np.float64(0.6716666666666666), np.float64(0.7508043396932286), np.float64(0.7890322580645162), np.float64(0.7866586538461539), np.float64(0.7946666666666667), np.float64(0.8385382543495669), np.float64(0.8244815998688633), np.float64(0.7399183786401051), np.float64(0.7095864661654135), np.float64(0.7673445389776579), np.float64(0.7593899149201079), np.float64(0.7860473001610578), np.float64(0.8224137931034483), np.float64(0.7874924104432302), np.float64(0.7881994881372346), np.float64(0.7631251296949574), np.float64(0.7642134381597147), np.float64(0.7914218169537318), np.float64(0.7597612629957643), np.float64(0.8029513888888888), np.float64(0.7986666666666666), np.float64(0.8339157021183664), np.float64(0.7624680306905371), np.float64(0.785), np.float64(0.8110127069695803), np.float64(0.7526219790241678), np.float64(0.7791574461109745)]"
