repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
30,0.5634328358208955,0.630227718731005,0.6930823640375823,0.5446052206726558,0.6930823640375823,"[np.float64(0.6779162339910004), np.float64(0.7629870129870129), np.float64(0.656140350877193), np.float64(0.7260550458715596), np.float64(0.6939449541284404), np.float64(0.7012807199723088), np.float64(0.6844362745098039), np.float64(0.6441707717569787), np.float64(0.7246212121212122), np.float64(0.7028301886792453), np.float64(0.7199723087573555), np.float64(0.6647703329119259), np.float64(0.7184466019417476), np.float64(0.6427732079905992), np.float64(0.7132784958871916), np.float64(0.7132749326145553), np.float64(0.6467146714671468), np.float64(0.709557383470427), np.float64(0.7059536171685705), np.float64(0.6968807339449541), np.float64(0.7022792022792024), np.float64(0.7118589743589744), np.float64(0.6756410256410257), np.float64(0.7106265143648322), np.float64(0.6661740558292282), np.float64(0.7168806764797996), np.float64(0.7213718820861678), np.float64(0.6640706126687435), np.float64(0.6282051282051282), np.float64(0.6893577981651376)]"
