repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
30,0.5385057471264367,0.564401890242322,0.6538785536994604,0.4629714352393971,0.6538785536994604,"[np.float64(0.7403846153846154), np.float64(0.6547169811320754), np.float64(0.6075471698113208), np.float64(0.30092592592592593), np.float64(0.7324929971988796), np.float64(0.6378205128205128), np.float64(0.5583333333333332), np.float64(0.6132075471698113), np.float64(0.6022408963585435), np.float64(0.7051282051282052), np.float64(0.6858974358974359), np.float64(0.6736694677871149), np.float64(0.6638655462184874), np.float64(0.75), np.float64(0.7735849056603774), np.float64(0.7307692307692308), np.float64(0.5448717948717949), np.float64(0.6775), np.float64(0.6121794871794871), np.float64(0.5981132075471698), np.float64(0.719954648526077), np.float64(0.7647058823529411), np.float64(0.7395833333333333), np.float64(0.5370370370370371), np.float64(0.641025641025641), np.float64(0.5897435897435899), np.float64(0.6641509433962265), np.float64(0.7636363636363637), np.float64(0.7030812324929973), np.float64(0.6301886792452831)]"
