repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
30,0.5551454138702461,0.6348912520794088,0.710618869648387,0.5361699639722113,0.7106188696483872,"[np.float64(0.7328469884025439), np.float64(0.7345931997571342), np.float64(0.70875), np.float64(0.6995833333333333), np.float64(0.6961466517022072), np.float64(0.7179032258064516), np.float64(0.7336404914529915), np.float64(0.73), np.float64(0.7360413481837373), np.float64(0.7247356774034914), np.float64(0.6863803002005948), np.float64(0.6945488721804511), np.float64(0.6971709206612714), np.float64(0.7077194438680223), np.float64(0.7078070695939647), np.float64(0.6997126436781609), np.float64(0.6914845173041895), np.float64(0.714048557792073), np.float64(0.7217610845956977), np.float64(0.7267962437213364), np.float64(0.697467071935157), np.float64(0.6852137081247593), np.float64(0.7087339743589743), np.float64(0.67675), np.float64(0.7318919705903764), np.float64(0.711381074168798), np.float64(0.7515833333333333), np.float64(0.7301116673084328), np.float64(0.669311445508436), np.float64(0.6944512744856979)]"
