repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
30,0.6406181015452538,0.613395432339462,0.7572401012890487,0.566318880205258,0.7572401012890487,"[np.float64(0.7692147034252297), np.float64(0.7391114982578397), np.float64(0.7303435114503818), np.float64(0.7254578754578755), np.float64(0.7249015748031495), np.float64(0.7695094760312152), np.float64(0.7504389815627743), np.float64(0.6939792663476874), np.float64(0.7263993316624896), np.float64(0.8161764705882353), np.float64(0.7947761194029851), np.float64(0.7909722222222222), np.float64(0.7286259541984732), np.float64(0.7647058823529411), np.float64(0.7036645525017619), np.float64(0.7316576086956521), np.float64(0.7527151211361738), np.float64(0.7851049868766403), np.float64(0.7789363920750783), np.float64(0.7729741019214703), np.float64(0.7961538461538462), np.float64(0.7608058608058608), np.float64(0.7604916067146282), np.float64(0.8138686131386861), np.float64(0.7869963369963371), np.float64(0.7695238095238095), np.float64(0.7091535433070865), np.float64(0.7729741019214703), np.float64(0.763425925925926), np.float64(0.7341437632135307)]"
